"MNAME","USTAR","STORY","DIR","YEAR","GRADE"
"제인 도",7.94,"3대째 부검소를 운영 중인 토미와 오스틴 부자는
?보안관의 다급한 의뢰로 신원미상인 젊은 여성의 부검을 하게 된다.
?하지만 그녀의 몸에 숨겨져 있던 흔적들에서 끔찍한 비밀이 밝혀지는데...","안드레 외브레달",2016,"청소년 관람불가"
"마이 오운 맨",1000,"곧 아들이 생긴다는 사실에 두렵고 불안해진 한 남성. 진정한 남자다움을 탐색하기 위해 감성적이면서 유쾌한 모험을 시작한다.","데이비드 샘플라이너",2015,"청소년 관람불가"
"랜드 오브 더 갓",1000,"NULL","고란 파스칼레비치",2016,"NULL"
"위 캔트 메이크 더 세임 미스테이크 트와이스",1000,"NULL","앨라니스 오봄사윈",2016,"NULL"
"아나토미 오브 바이얼런스",1000,"NULL","디파 메타",2016,"NULL"
"원스 어게인",1000,"NULL","아두르 고팔라크리슈",2016,"NULL"
"스트레인지 웨더",1000,"NULL","캐서린 디에크먼",2016,"R"
"웨어울프",1000,"NULL","애쉴리 맥켄지",2016,"NULL"
"행복한 교도소",1000,"사기죄로 3달간 감옥에 갇힌다면 악몽일 텐데, 건설노동자 아마드에게는 뜻밖의 축복이다. 의무도, 들볶는 자들도 없고 세상의 압력이 거의 없는 감옥 안에서 아마드는 새로운 우정을 키우며 이제껏 결코 맛보지 못한 새로움을 경험하는데, 그것은 바로 자유다. 
?  
?[제21회 부산국제영화제]","마흐무드 알 마사드",2016,"NULL"
"제프리",1000,"NULL","야닐리스 페레즈",2016,"NULL"
"인 더 레이디언트 시티",1000,"NULL","레이첼 램버트",2016,"NULL"
"프랭크",1000,"NULL","벵상 비론",2016,"NULL"
"리틀 윙",1000,"NULL","셀마 빌후넨",2016,"NULL"
"카티 카티",1000,"NULL","비티 마스야",2016,"NULL"
"그녀가 그를 사랑하는 법",1000,"첫 만남에 서로에게 끌린 조와 아누는 평범한 연애를 시작하지만,
?아누는 자신의 불행의 원인이 조에게 있다고 생각하고 조와의 동반자살을 계획한다.
?그리고 친구들을 불러모아 마지막 작별파티를 열고…
?과연 그녀는 그를 사랑하는걸까?","소티리스 도노코스",2016,"청소년 관람불가"
"인스퍼레이션 오브 버락",1000,"NULL","큐아심 바시르",2008,"NULL"
"데스틴드",1000,"NULL","큐아심 바시르",2016,"NULL"
"바르 바르 데코",1000,"NULL","닛야 메라",2016,"NULL"
"인 유어 슈즈",1000,"NULL","바비 호지슨",2011,"NULL"
"제미니",1000,"NULL","바비 호지슨",2015,"NULL"
"자나",1000,"NULL","아즈파 제프리",2016,"NULL"
"래핑 앳 더 문",1000,"NULL","알리사 애디슨",2016,"PG"
"롤라스 라스트 레터",1000,"NULL","발레리 브랜디",2016,"NULL"
"누군가의 실로폰",1000,"NULL","히가시 요이치",2016,"NULL"
"4월은 너의 거짓말",1000,"NULL","신조 타케히코",2016,"NULL"
"힐마",1000,"NULL","한나 스쾰드",2014,"NULL"
"거인",1000,"NULL","요하네스 니홀름",2016,"NULL"
"울루",1000,"NULL","다오우다 콜리베일리",2016,"NULL"
"5월은 푸르구나",1000,"NULL","박연수",2016,"NULL"
"비둘기",1000,"NULL","길혜주",2016,"NULL"
"멋",1000,"NULL","엄윤상",2016,"NULL"
"선물",1000,"NULL","이승애",2016,"NULL"
"One, the Others",1000,"NULL","이승열",2016,"NULL"
"여성혐오가 뭘까?",1000,"NULL","이유신",2016,"NULL"
"쓰리, 고",1000,"무작정 카메라를 들어 꿈이 있는 친구들을 찍는 고3 이준섭
?대학에 가고 싶다면서 직업 반을 선택한 고3 송재현
?대학에 가기위해 오늘도 야자를 도망가는 고3 김성곤
?세 명의 헛발질은 계속 된다.
?
?
?[제17회 대한민국청소년영화제]","이준섭",2016,"NULL"
"운전하자. 브레이크 밟지 않고",1000,"NULL","장미소",2016,"NULL"
"그것이 알고싶다, 싸우는 모녀",1000,"NULL","전혜진",2016,"NULL"
"괴짜할배",1000,"NULL","최현지",2016,"NULL"
"??(온마)",1000,"NULL","나수민",2016,"NULL"
"꽃처럼 아름다운 그대에게",1000,"NULL","임유경",2016,"NULL"
"기쁘지 아니한가",1000,"NULL","서지우",2016,"NULL"
"별이 되고 싶은 불가사리들",1000,"NULL","백유정",2016,"NULL"
"내가 고흐에게",1000,"NULL","박지윤",2016,"NULL"
"가족휴가는 1년전까지..",1000,"NULL","이민서",2016,"NULL"
"대화의 페달",1000,"NULL","나요한",2016,"NULL"
"학교 그리고 3년",1000,"한국영상문화제전 시민영상 콘텐츠 콘테스트 선정작 (2016)","구명준",2016,"NULL"
"파워프랜즈",1000,"NULL","박대혁",2016,"NULL"
"아버지와 나의 사정",1000,"NULL","한서영",2016,"NULL"
"우리 집 속 정글",1000,"NULL","장윤석",2016,"NULL"
"태극기에 대하여 경례",1000,"NULL","박시영",2016,"NULL"
"미정",1000,"NULL","임유진",2016,"NULL"
"친애하는",1000,"NULL","조하린",2016,"NULL"
"좋은 덕후 나쁜 덕후 이상한 덕후",1000,"NULL","최승민",2016,"NULL"
"아비앙또",1000,"NULL","임표정",2016,"NULL"
"검은프레임",1000,"NULL","박승희",2016,"NULL"
"그루잠",1000,"NULL","심현수",2016,"NULL"
"이갈이",1000,"NULL","장준혁",2016,"NULL"
"나의 귀여운 달팽이",1000,"NULL","신미래",2016,"NULL"
"그를 아십니까?",1000,"NULL","정이든",2016,"NULL"
"광화문에서",1000,"NULL","허윤",2016,"NULL"
"일직선",1000,"수능, 대학, 군대, 취직, 결혼. 일직선과 같이 이어진 이 코스를 벗어나기 위해 고등학교 친구들과 여행을 계획하지만, 마음처럼 쉽지 않다.
?
?[제9회 DMZ국제다큐영화제]","이만기",2016,"NULL"
"행복",1000,"NULL","이정우",2016,"NULL"
"빅 이슈",1000,"NULL","김여진",2016,"NULL"
"다이어트",1000,"NULL","송지연",2016,"NULL"
"여유",1000,"NULL","김찬빈",2016,"NULL"
"고양이와 여우",1000,"러시아 설화를 각색했다. 모스크바의 ""필롯"" 스튜디오에서 제작한 ""보석 산""이라는 대규모 애니메이션 시리즈 중 한 편이다.
?
?[제12회 인디애니페스트]","콘스탄틴 브론지트",2004,"NULL"
"신",1000,"파리들이 신까지 귀찮게 한다.
?
?[제12회 인디애니페스트]","콘스탄틴 브론지트",2003,"NULL"
"다이 하드",1000,"브루스 윌리스가 나오는 유명한 미국 블록버스터를 ""아이의 눈으로"" 재해석한 짧은 패러디다. 이 작품은 <인디아나 존스>, <007>, <나이트메어> 등의 많은 유명 미국 장편 영화를 바탕으로 한 실현되지 못한 애니메이션 시리즈의 첫 번째 파트다. 
?
?[제12회 인디애니페스트]","콘스탄틴 브론지트",1997,"NULL"
"고무 젖꼭지",1000,"속아 넘어간 아기에 대한 짧은 묘사
?
?[제12회 인디애니페스트]","콘스탄틴 브론지트",1994,"NULL"
"무녀도",1000,"이름난 무당 모화는 점점 영험이 사그라지는 것을 느끼지만, 
?듣지도 말하지도 못하는 딸 낭이를 위해 하루하루를 버틴다. 
?그러던 어느 날, 어릴 적 절에 보낸 뒤 소식이 끊겼던 아들 욱이가 돌아온다.
?기쁨도 잠시, 모화는 욱이를 휘감고 있는 이상한 기운이 불길하다.
?기독교에 귀의한 아들은 무당인 어미의 무속신앙을 업신여기고,
?모화는 급기야 욱이의 목숨 같은 성경책을 불태우고 만다.
?낭이는 이런 어미와 오라비의 모습을 오롯이 두 눈에 담는데…","안재훈",2017,"NULL"
"반도에 살어리랏다",7.5,"남몰래 배우의 꿈을 간직한 채 살아가는 대학 시간강사 오준구.?밥줄도 꿈줄도 어느 하나 제대로 타지 못하고 그럭저럭 살고 있다.?그러던 어느 날 오준구에게 떡하니 두 개의 해가 동시에 뜨는데!?대학 정교수 자리와 비중 있는 드라마 출연 제안이 바로 그것.?오준구는 장고 끝에 결국 가족을 위해 밥줄을 선택하지만,?이내 그 줄이 ‘썩은 밥줄’이 될지도 모를 사건이 터지고 마는데…?과연 그는 밥줄 위에서 흥나게 춤출 수 있을까???한 남자의 46년 인생을 건, 밥줄 서바이벌 시작된다!","이용선",2017,"15세 관람가"
"즐거운 여행이 되기를",1000,"20대 때부터 변함없이 사랑하고 있는 노부부의 마지막 여행이 시작된다. 아름다운 여행을 하면서 할머니의 버킷리스트는 하나씩 지워지고, 집안에혼자 남은 할아버지는 사진 속 아내의 모습을 보며 눈을 감는다. 눈을 감고 펼쳐진 곳엔 청혼했던 젊은시절의 아내가 미소짓고 있다.
?
?[제12회 인디애니페스트]","김진주",2016,"NULL"
"순수한 피",1000,"<순수한 피>는 칼리그룹이 제작한 최초의 장편 영화다. 뱀파이어와 피를 마신 갑부, 그리고 칼리의 전설적인 연쇄살인범 망고네스의 전설을 혼합한 작가 안드레스 카이세도의 이야기를 바탕으로 루이스 오스피나와 알베르토 키로가 각본을 완성했다. 영화는 B무비적 요소들을 통해 영화광에 대한 헌사를 바치는 동시에, 혼혈을 쉽게 받아들이지 않는 칼리사회를 비판하고 있기도 하다. 1982년 첫 상영 이후 관객과 평론가들은 지알로 영화의 불결하고 누추하며 저렴한 버전이라며 폄하했으나, 세월이 흐르면서 그 정치적, 미학적 입장의 독창성과 저력을 인정받았다. 매우 지적이고 강렬한 컬트영화이자 ‘트로피컬 고딕’ 독창성과 저력을 잘 보여주는 작품. 
?
?[제21회 부산국제영화제]","루이스 오스피나",1982,"NULL"
"아순시온",1000,"NULL","루이스 오스피나",1975,"NULL"
"오염이란... ",1000,"NULL","카를로스 마욜로",1975,"NULL"
"해먹",1000,"NULL","카를로스 마욜로",1975,"NULL"
"뮤지엄",6.53,"어느 날 개에게 물려 찢겨진 사체가 발견되고, 잇따라 엽기적인 연쇄살인이 발생한다.
?범죄현장에 남겨진 것은 자신이 살인 대상에게
?‘응당한 처벌’을 내렸음을 주장하는 범인의 메시지뿐이다.
?담당형사 ‘사와무라’는 사이코의 살인게임을 저지하려 수사에 총력을 기울이지만
?오히려 살인마는 그를 희롱하며 정체를 드러내고,
?그를 쫓던 ‘사와무라’는 마침내 살인마의 ‘뮤지엄’을 발견하게 되는데…
?
?광기의 살인행각을 멈추기 위한 극한의 추격이 시작된다!","오오토모 케이시",2016,"청소년 관람불가"
"헤드샷",1000,"기억을 잃고 코마 상태에서 깨어난 한 남자.
?그는 인턴의사 아일린의 보살핌으로 건강을 회복하고,
?그녀에게서 이슈마엘이라는 새 이름을 얻는다.
?
?기억의 파편들만이 그의 머리를 스치던 어느 날
?누군가의 공격에 몸에 배어있던 액션 기술들로 상대를 제압하자
?자신이 누구인지 궁금증이 더욱 커져만 가는 ‘이슈마엘’.
?
?어느 날, 리라고 불리는 의문의 인물과 맞닥뜨리게 되고,
?자신을 돌봐준 아일린마저 정체 모를 갱단에게 납치되자
?이 모든 사건이 자신과 깊은 관련이 있음을 직감하는데...","티모 타잔토",2016,"청소년 관람불가"
"1분 54초",1000,"심리스릴러이자 성장영화인 <1분 54초>는 감내해야 하는 고통으로 인해 벼랑 끝으로 내몰린 남자 고등학생의 이야기로, 한계치에 도달해 더 이상은 돌아갈 곳이 없는 한 인간의 모습을 그린다. 16살인 팀은 똑똑하고 재능이 많지만 수줍음이 많은 소년으로 육상에 타고난 능력을 갖추고 있다. 그러나 라이벌인 제프와 그의 친구들로 인해 지난 4년은 그에게 가혹한 시간이었다. 고등학교 마지막 해, 패배자처럼 사는 것에 지긋지긋해진 팀은 단 한 번이라도 자신의 존재를 알리기 위해 제프가 가장 뛰어나다고 자부하고 있는 800m 달리기 경주에 나서기로 마음먹는다. 이를 눈치챈 제프는 팀을 괴롭히며 견제하기 시작한다. 이 치열한 경쟁 뒤에는 팀이 절대 알리고 싶지 않은 비밀이 숨겨져 있다. 하지만 비밀을 눈치챈 제프는 팀이 육상을 포기하도록 협박하기 시작한다. 
?
?[제21회 부산국제영화제]","얀 잉글랜드",2016,"NULL"
"곰가죽",1000,"도박과 술에 빠져 방탕한 삶을 사는 피에트로.
?하나뿐인 아들 도메니코와의 관계는 서먹하기만 하다.
?그러던 어느 날, 마을에 악명높은 곰 디아올이 나타나 마을이 공포에 휩싸인다.
?피에트로는 거액의 돈이 걸린 디아올 사냥에 나선다. 도메니코는 그런 아버지를 찾아나서고,
?마침내 숲에서 마주한 그들은 함께 시간을 보내며 숨겨왔던 어두운 과거와 마주하게 되는데...
?
?[제 21회 부산국제영화제 상영작]","마르코 세가토",2016,"15세 관람가"
"늑대와 양",1000,"아프가니스탄 시골 사람들은 세상을 이해하고 설명하기 위해 신비와 상상으로 가득한 이야기들을 지어내고 서로 나눈다. 우뚝 솟은 산들은 양치기 아이들의 차지이고, 그 아이들은 어른들이 없어도 남녀가 같이 놀면 안 된다는 규율을 스스로 지킨다. 그곳 소년들은 양을 노리는 늑대들과 싸우기 위해 돌팔매질을 하고 소녀들은 몰래 담배를 피우고 미래의 남편을 만날 꿈을 꾸면서 결혼 놀이를 한다. 소녀 중 한 명인 11살 세디카는 아웃사이더로 혼자 양을 치며 다니고 다른 소녀들은 세디카가 저주를 받았다고 수군댄다. 소년 중 한 명인 11살 코드랏은 아버지가 죽은 후 엄마가 이미 아내가 둘 있는 노인과 결혼하게 되면서 아이들의 입방아에 오르내린다. 외로운 둘은 산에서 친구가 된다.
? 칸영화제 감독주간 대상에 빛나는 <늑대와 양>은 양을 죽이는 다큐멘터리 같은 장면으로 문을 열고 그 후에도 리얼리즘적으로 아프가니스탄 시골의 일상을 비춘다. 그러나 감독은 그곳의 현실에만 머물지는 않는다. 밤이라는 미지의 시간만은 신비로운 상상으로 가득 채움으로써 그곳 사람들의 삶에 깊이 관여하는 ‘이야기’의 존재를 부각시키며 그 삶에 시의 측면을 부여한다. 산업화의 입김이 닿지 않은 공간의 삶의 풍경들을 마법적 리얼리즘으로 담은 에세이 같은 영화이다.
?
?[제21회 부산국제영화제]","샤르바누 사다트",2016,"NULL"
